Filename	C_1A	C_1B	C_2A	C_2B	C_3A	C_3B	C_4A	C_4B	C_4C	DS_1A	DS_1B	DS_2A	DS_2B	DS_3A	DS_3B	IS_1A	IS_1B	IS_2	IS_3A	IS_3B	IS_3C	MS1_1	MS1_2A	MS1_2B	MS1_3A	MS1_3B	MS1_5A	MS1_5B	MS1_5C	MS1_5D	MS2_1	MS2_2	MS2_3	MS2_4A	MS2_4B	MS2_4C	MS2_4D	P_1A	P_1B	P_2A	P_2B	P_2C	P_3
QC_Shew_12_02_050nl-min_Run-1_20Dec12_Lion_12-11-11	0.018947	0.037895	75.1492	6.3075	57.5	31	110.09	98.65	26.25	2.487	1.114	1253	12504	1.634	1.267	7	7	690.9789	0	0.292517	0	0.368	19.25	21568	162.295	1.34E+06	-0.069056	0.263401	-42.334	-42.255	7.414	99.165	775	0.0233	0.056	0.0776	0.1405	7.24	-7.241	939	282	267	0.011236
QC_Shew_12_02_050nl-min_Run-2_20Dec12_Lion_12-12-17	0.025875	0.079148	16.3971	19.8816	39.35	34.43	85.48	29.88	28.19	1.706	1	321	3210	1.493	1.191	1	1	720.3675	0.012939	0.201479	0	2.914	30.76	471500	293.759	1.45E+06	-0.106446	0.260943	-72.382	-72.346	5.239	101.25	809	0.0023	0.0103	0.0553	0.0999	6.99	-6.988	650	133	124	0
QC_Shew_12_02_050nl-min_Run-3_20Dec12_Lion_12-11-11	0.037356	0.025862	9.2558	18.9071	77.6	41.48	121.17	85.44	28.9	2.353	1.417	173	1725	1.752	1.368	1	2	646.9924	0.003984	0.38247	0	3.397	6.005	8245.4	277.87	8.89E+05	-0.079541	0.263286	-53.248	-52.086	13.434	146.1	734	0.0071	0.019	0.0657	0.0972	7	-6.998	344	105	98	0.030612
QC_Shew_12_02_050nl-min_Run-4_20Dec12_Lion_12-12-17	0.000548	0.002193	34.0522	26.4006	45.7	43.04	56.6	75.77	45.38	3.722	3.151	655	6526	1.712	1.265	3	3	725.3739	0.00431	0.306034	0	0.136	65.03	128665	33.994	1062650	-0.081967	0.259886	-51.539	-51.537	10.661	141.15	762	0.0365	0.0953	0.1139	0.162	7.34	-7.345	1764	1273	1188	0.021886
QC_Shew_12_02_100nl-min_Run-1_19Dec12_Lion_12-11-11	0.005548	0.037448	73.45	9.7073	53.56	31.62	138.41	107.11	31.32	2.356	1.553	1264	12218	1.721	1.246	6	7	724.9265	0.008197	0.3051	0	0.1675	55.055	32851.5	364.645	1623500	-0.055411	0.266117	-34.154	-34.029	6.282	119.7	764	0.0257	0.0635	0.1063	0.1734	7.29	-7.287	1403	626	573	0.013962
QC_Shew_12_02_100nl-min_Run-1_20Dec12_Lion_12-11-11	0.003695	0.012931	37.4585	21.4371	86.15	59.84	135.83	97.81	87.24	2.161	1.713	726	7258	1.606	1.227	21	20	735.9173	0.003934	0.2738	0	0.07	26.115	279015	43.718	1765050	-0.060745	0.25444	-32.699	-32.501	5.447	117.65	772	0.0291	0.0766	0.0944	0.1621	7.28	-7.285	1589	760	710	0.014085
QC_Shew_12_02_100nl-min_Run-2_19Dec12_Lion_12-12-17	0	0.08046	7.2845	29.5147	101.21	125.92	120.31	7.39	95.26	1.97	1.65	143	1436	1.915	1.448	43	37	802.9357	0	0.421569	0	10	30.03	540230	157.654	1947000	-0.060081	0.261824	-35.629	-34.139	5.572	91.66	807	0.0035	0.0226	0.0727	0.2025	7.06	-7.056	422	168	156	0.012821
QC_Shew_12_02_100nl-min_Run-2_20Dec12_Lion_12-12-17	0.005613	0.039289	77.4294	6.8062	62.47	31.02	97.44	113.98	28.95	1.631	2.135	1296	12963	1.645	1.235	6	5	725.8986	0.007614	0.348985	0	0.359	15.83	13971	182.293	1177600	-0.066523	0.262838	-39.013	-38.413	9.153	120.6	766	0.0225	0.0678	0.1105	0.1417	7.28	-7.276	1037	442	411	0.026764
QC_Shew_12_02_100nl-min_Run-3_20Dec12_Lion_12-11-11	0.003661	0.018304	40.0569	20.2462	72.43	50.65	132.7	94.79	52.93	1.814	2.352	766	7666	1.597	1.27	0	0	718.3806	0.004612	0.255188	0	0.061	36.67	214090	61.699	1786700	-0.083006	0.253669	-53.646	-53.317	5.358	122.5	773	0.0237	0.0797	0.1068	0.1595	7.33	-7.335	1606	708	659	0.013657
QC_Shew_12_02_100nl-min_Run-4_20Dec12_Lion_12-12-17	0.005213	0.044309	77.0274	7.374	64.72	31.79	106.45	107.79	27.05	1.794	2.019	1293	12934	1.63	1.241	3	5	720.3317	0.008178	0.336449	0	0.268	21.915	16987.5	141.183	1.27E+06	-0.091326	0.270209	-51.808	-51.806	8.061	125.2	759	0.0223	0.0635	0.1167	0.154	7.28	-7.285	1125	476	438	0.018265
QC_Shew_12_02_200nl-min_Run-1_19Dec12_Lion_12-11-11	0.000931	0.002327	33.6461	31.5341	69.4	77.37	83.12	59.24	85.42	2.763	2.514	659	6586	1.674	1.276	2	2	762.0353	0.006627	0.287952	0	0.075	37.96	303070	29.064	1628000	-0.051443	0.26548	-25.68	-25.625	6.28	127.4	760	0.0457	0.107	0.1258	0.2011	7.39	-7.388	2089	1312	1213	0.019786
QC_Shew_12_02_200nl-min_Run-1_20Dec12_Lion_12-11-11	0.001815	0.001815	36.8083	29.6401	68.41	80.14	40.18	61.64	81.64	2.922	2.702	743	7184	1.672	1.237	6	8	774.408	0.005542	0.351601	0	0.083	45.57	312250	27.069	1.47E+06	-0.065042	0.258459	-36.185	-36.064	7.321	124.1	760	0.0583	0.119	0.1176	0.1971	7.38	-7.38	2151	1467	1357	0.01916
QC_Shew_12_02_200nl-min_Run-1_2Jan13_Lion_12-10-03	0.002392	0.001914	37.2592	27.4831	74.05	84.89	51.77	42.22	88.01	2.788	2.56	606	5570	1.633	1.229	9	8	758.7403	0.006378	0.326531	0	0.077	57.19	429130	16.19	1.87E+06	-0.00775	0.269579	-4.483	-4.403	5.403	138.2	748	0.0727	0.1309	0.1561	0.2188	7.68	-7.683	2031	1380	1282	0.01092
QC_Shew_12_02_200nl-min_Run-2_19Dec12_Lion_12-12-17	0.001231	0.005538	31.0833	25.7373	54.08	49.52	70.34	78.74	56.74	2.08	2.821	599	5990	1.687	1.269	2	1	709.8642	0.012872	0.294449	0	0.125	55.455	110810	58.61	1417900	-0.052466	0.270839	-31.738	-31.689	7.375	146.25	741	0.006	0.0777	0.1165	0.1844	7.24	-7.245	1579	961	872	0.018349
QC_Shew_12_02_200nl-min_Run-2_20Dec12_Lion_12-12-17	0.001714	0.003429	31.338	27.4108	62.96	70.73	48.18	63.99	76.22	2.158	3.195	610	6094	1.789	1.294	3	8	720.3675	0.007353	0.279412	0	0.1325	54.16	125890	63.529	1.67E+06	-0.095901	0.261092	-58.675	-58.57	6.437	136.9	740	0.0233	0.098	0.1152	0.1896	7.35	-7.353	1696	1106	1012	0.014822
QC_Shew_12_02_200nl-min_Run-2_2Jan13_Lion_12-10-04	0.001176	0.000588	31.9013	26.2999	81.54	88.34	39.54	100.09	90.25	2.466	2.535	512	4750	1.675	1.242	3	3	704.8733	0.009774	0.269173	0	0.103	64.64	233760	27.096	1869900	-0.040053	0.279129	-25.236	-25.012	5.471	157.7	719	0.0412	0.1199	0.1441	0.2025	7.7	-7.701	1665	1094	1014	0.009862
QC_Shew_12_02_200nl-min_Run-3_19Dec12_Lion_12-11-11	0.000968	0.00387	36.6115	27.8601	67.63	77.44	70	65.31	86.26	2.294	3.03	713	7140	1.636	1.254	2	4	760.381	0.005222	0.343995	0	0.079	48.41	240665	34.436	1529100	-0.047838	0.264446	-27.095	-27.069	6.878	127.65	764	0.0542	0.1004	0.1174	0.2083	7.42	-7.42	2022	1269	1172	0.010239
QC_Shew_12_02_200nl-min_Run-3_20Dec12_Lion_12-11-11	0.001354	0.002256	37.9063	28.7287	70.3	78.69	90.51	60.31	87.55	3.087	2.12	743	7429	1.583	1.223	3	4	776.2505	0.007225	0.326911	0	0.072	41.82	394035	21.46	1.49E+06	-0.035601	0.257265	-20.767	-20.692	6.847	122.9	764	0.0596	0.1106	0.1193	0.1839	7.41	-7.41	2150	1388	1277	0.018011
QC_Shew_12_02_200nl-min_Run-3_2Jan13_Lion_12-10-03	0	0.004215	35.1211	29.8681	81.98	100.01	47.54	39.35	104.28	2.599	2.888	563	5259	1.667	1.271	11	11	773.9114	0.007002	0.352005	0	0.08	56.8	440585	19.908	1887000	-0.039321	0.274613	-22.696	-22.544	5.36	142.5	750	0.0831	0.132	0.163	0.2207	7.6	-7.599	2081	1385	1275	0.01098
QC_Shew_12_02_200nl-min_Run-4_19Dec12_Lion_12-12-17	0.002384	0.005959	32.3516	25.4392	56.29	54.25	68.86	81.23	63.28	2.386	2.323	627	6262	1.721	1.263	1	2	719.3355	0.012539	0.302508	0	0.098	52.84	145430	82.686	1624000	-0.051294	0.258781	-33.495	-33.467	6.46	149.35	746	0.0099	0.0822	0.1102	0.1852	7.27	-7.266	1622	990	906	0.018764
QC_Shew_12_02_200nl-min_Run-4_20Dec12_Lion_12-12-17	0.000569	0.004556	32.8935	26.297	63.64	73.2	43.55	73.09	81.02	2.22	2.177	640	6409	1.711	1.292	0	0	716.8801	0.007364	0.285714	0	0.11	59.03	173740	58.746	1704600	-0.081975	0.261866	-50.292	-49.797	6.174	146.6	748	0.0194	0.0988	0.1108	0.1844	7.33	-7.333	1709	1060	963	0.014538
QC_Shew_12_02_200nl-min_Run-4_2Jan13_Lion_12-10-04	0.001594	0.001063	33.0335	27.9413	79.41	87.88	41.22	91.22	91.64	2.556	2.016	496	4960	1.65	1.262	1	1	713.1839	0.010892	0.270252	0	0.09	71.99	275850	30.346	1989300	-0.054028	0.27373	-32.409	-31.884	5.018	159.1	729	0.0453	0.1276	0.1567	0.2125	7.7	-7.697	1830	1177	1077	0.011142
QC_Shew_12_02_300nl-min_Run-1_19Dec12_Lion_12-11-11	0.000839	0.001677	37.0619	31.5958	57.32	68.62	34.6	48.65	71.39	3.702	3.081	752	7256	1.65	1.234	5	3	774.8947	0.008601	0.358945	0	0.071	50.48	379980	28.909	1604200	-0.064848	0.261682	-34.14	-34.106	6.561	127.2	754	0.0685	0.1161	0.1278	0.2013	7.4	-7.398	2302	1687	1556	0.020566
QC_Shew_12_02_300nl-min_Run-1_20Dec12_Lion_12-11-11	0	0.001336	35.7494	30.9376	59.71	69.26	32.18	48.73	69.6	3.301	3.618	700	6997	1.671	1.223	4	3	776.0778	0.005501	0.367359	0	0.09	56.935	338675	32.913	1355150	-0.068794	0.268621	-37.304	-37.113	7.862	127.85	744	0.0597	0.1158	0.1225	0.1924	7.37	-7.374	2177	1615	1491	0.020121
QC_Shew_12_02_300nl-min_Run-2_19Dec12_Lion_12-12-17	0.000579	0.000579	29.6526	28.6316	51.04	55.52	36.98	60.27	57.16	2.359	4.028	575	5753	1.734	1.28	1	1	702.8612	0.01167	0.247994	0	0.1765	70.26	130400	64.582	1454000	-0.098156	0.27078	-60.75	-60.692	7.256	145.8	729	0.0172	0.099	0.1159	0.1833	7.33	-7.329	1664	1170	1066	0.025328
QC_Shew_12_02_300nl-min_Run-2_20Dec12_Lion_12-12-17	0.001519	0.000506	33.3503	29.2351	59.53	67.45	31.13	75.28	72.16	2.913	3.275	650	6499	1.713	1.282	1	2	734.7305	0.011538	0.254487	0	0.097	69.02	216720	32.408	1.68E+06	-0.044141	0.263965	-26.814	-26.632	6.483	145.5	744	0.0332	0.1127	0.1226	0.1907	7.41	-7.406	1917	1379	1273	0.022781
QC_Shew_12_02_300nl-min_Run-3_19Dec12_Lion_12-11-11	0.001274	0	35.5302	32.5076	54.3	62.02	44.77	48.02	65.89	3.276	3.167	697	6971	1.634	1.237	5	4	779.7257	0.005175	0.348476	0	0.074	52.32	366395	20.902	1623550	-0.059181	0.264631	-31.959	-31.921	6.593	125.5	758	0.0598	0.112	0.1292	0.2027	7.39	-7.391	2269	1644	1512	0.022487
QC_Shew_12_02_300nl-min_Run-3_20Dec12_Lion_12-11-11	0.002161	0.003457	37.3025	30.5073	58.45	68.47	36.82	48.59	67.63	3.431	2.694	730	7303	1.7	1.245	5	4	776.0778	0.008408	0.381381	0	0.082	53.16	339665	27.331	1.35E+06	-0.062609	0.262287	-35.032	-34.921	8.027	123.5	749	0.0632	0.1171	0.1241	0.1943	7.4	-7.4	2240	1604	1472	0.019022
QC_Shew_12_02_300nl-min_Run-4_19Dec12_Lion_12-12-17	0.001002	0	31.9723	30.6828	54.15	60.48	31.54	57.92	66.55	2.929	2.692	623	6228	1.772	1.295	1	2	727.3585	0.01025	0.269058	0	0.121	63.39	174460	49.22	1564100	-0.070696	0.264955	-42.753	-42.716	6.784	142.2	745	0.0254	0.1153	0.1235	0.2098	7.39	-7.387	1932	1362	1238	0.020194
QC_Shew_12_02_300nl-min_Run-4_20Dec12_Lion_12-12-17	0.001459	0	30.8394	32.8476	57.74	65.45	30.38	70.29	68.27	2.654	3.807	601	6016	1.682	1.254	3	4	740.3755	0.010739	0.288061	0	0.09	61.45	238740	26.058	1.56E+06	-0.060146	0.259735	-37.4	-37.061	6.983	137.5	748	0.0296	0.1256	0.1251	0.1921	7.4	-7.4	1986	1437	1325	0.024906
QC_Shew_12_02_350nl-min_Run-1_19Dec12_Lion_12-11-11	0.000866	0.000866	34.214	33.232	59.3	69.84	32.81	54.16	76.06	3.447	4.225	726	6677	1.624	1.207	7	5	789.9461	0.010351	0.317424	0	0.084	59.37	397370	19.753	1544100	-0.038043	0.268921	-22.668	-22.647	6.922	125.7	741	0.0577	0.125	0.1387	0.1887	7.38	-7.384	2229	1726	1588	0.023929
QC_Shew_12_02_350nl-min_Run-1_20Dec12_Lion_12-11-11	0.001824	0.00228	34.4667	31.3346	58.91	70.41	32.12	44.05	71.82	3.711	3.961	683	6759	1.678	1.236	4	3	771.3693	0.004957	0.353779	0	0.085	61.455	387590	31.273	1543900	-0.026236	0.269256	-13.575	-13.242	7.14	124.75	746	0.0589	0.1105	0.1169	0.1878	7.36	-7.359	2117	1638	1516	0.023747
QC_Shew_12_02_350nl-min_Run-2_19Dec12_Lion_12-12-17	0.00055	0.0011	30.4931	29.3509	48.52	53.91	29.87	56.97	57.98	3.193	3.387	593	5928	1.738	1.289	1	1	711.3143	0.015797	0.23283	0	0.141	74.63	170040	55.981	1694400	-0.055561	0.262791	-34.872	-34.834	6.767	152.1	719	0.0126	0.0969	0.1153	0.1917	7.34	-7.34	1752	1265	1156	0.029412
QC_Shew_12_02_350nl-min_Run-2_20Dec12_Lion_12-12-17	0.008134	0.000452	35.5646	30.7328	61.25	70.91	29.45	73.06	68.23	2.724	3.32	698	6976	1.682	1.253	2	2	759.3879	0.013241	0.260794	0	0.06	72.57	428630	35.77	1955200	-0.076266	0.266731	-42.247	-42.071	5.349	140.4	743	0.0493	0.119	0.1241	0.1906	7.51	-7.514	2151	1459	1339	0.020164
QC_Shew_12_02_350nl-min_Run-3_19Dec12_Lion_12-11-11	0.002012	0.001207	37.5255	32.6178	52.63	60.92	43.4	45.07	65.32	3.581	3.516	755	7338	1.648	1.218	6	4	786.5902	0.006663	0.373126	0	0.077	57.1	382790	25.819	1486400	-0.067698	0.261552	-34.186	-34.12	7.004	127.6	743	0.0728	0.1262	0.1283	0.2039	7.4	-7.403	2404	1769	1626	0.021525
QC_Shew_12_02_350nl-min_Run-3_20Dec12_Lion_12-11-11	0.002212	0.00177	35.2313	31.4777	50.74	58.97	31.87	42.44	57.41	3.761	3.827	691	6898	1.62	1.19	2	1	777.9064	0.006765	0.383149	0	0.089	62.36	334450	27.659	1336800	-0.067457	0.268524	-37.092	-36.946	7.69	129.8	748	0.0557	0.114	0.1196	0.1961	7.37	-7.367	2177	1678	1561	0.021781
QC_Shew_12_02_350nl-min_Run-4_19Dec12_Lion_12-12-17	0.00139	0.000463	33.1384	32.0776	53.64	59.41	35	57.55	63.5	3.092	3.271	646	6461	1.724	1.267	0	0	719.7612	0.012941	0.256471	0	0.097	75.975	223985	56.471	1607850	-0.047529	0.259988	-29.606	-29.439	6.786	149.5	728	0.0523	0.1237	0.14	0.2077	7.51	-7.514	2084	1524	1396	0.025788
QC_Shew_12_02_350nl-min_Run-4_20Dec12_Lion_12-12-17	0.001891	0.000473	34.5518	30.0708	55.75	63.03	30.37	79.88	66.91	3.159	3.795	672	6724	1.685	1.258	3	3	735.3899	0.00848	0.272562	0	0.096	82.38	262390	32.972	1470400	-0.075301	0.264478	-43.02	-42.989	7.305	142.65	735	0.0416	0.122	0.1245	0.1891	7.42	-7.423	2037	1522	1405	0.025623
QC_Shew_12_02_Col-1_Run-1_17Aug12_Eagle_12-06-09	0	0.005405	5.6019	49.626	35.26	44.59	20.91	28.39	55.51	5.343	16.75	99	987	1.405	1.074	0	0	951.4824	0.020725	0.417098	0	10	22.36	134310	29.669	401439	-0.013773	0.236689	-6.594	-6.169	38.205	95.495	881	0.0008	0.024	0.1803	0.211	7.03	-7.029	547	468	430	0.013953
QC_Shew_12_02_Col-1_Run-1_18Aug12_Eagle_12-06-09	0	0	1.1645	42.0781	35.23	49.84	49.46	21.76	60.4	5.167	4	22	213	1.391	1.102	2	4	894.949	0.027027	0.256757	0	10	16.235	119180	10.838	482720	0.014362	0.219316	3.884	12.953	20.497	87.57	895	0	0.0085	0.0494	0.1039	6.88	-6.878	95	81	77	0
QC_Shew_12_02_Col-1_Run-5_18Aug12_Eagle_12-06-09	0	0.004274	10.3873	22.4312	91.7	108.32	30.07	98.18	112.9	9.405	6.167	156	1559	1.351	1.056	2	3	807.1623	0	0.677419	0	10	28.26	10643	8.137	44125	-0.061661	0.248362	-32.598	-32.36	100	89.08	792	0.008	0.0494	0.0797	0.1297	6.92	-6.915	460	408	391	0.01023
QC_Shew_12_02_Col-2_Run-14_18Aug12_Eagle_12-06-13	0	0	5.932	2.1915	24.26	23.46	21.77	42.32	23.47	6	0	88	880	1.185	1	0	0	936.9679	0	1.4	0	10	13.73	1332	6.651	4.42E+03	-2.49E-02	0.268484	-7.546	-6.183	100	17.135	205	0.0048	0.0029	0.0087	0.0067	6.6	-6.597	23	21	20	0.05
QC_Shew_12_02_Col-2_Run-2_17Aug12_Eagle_12-06-13	0.000627	0.003133	13.9771	57.0218	32.07	41.72	24.08	24.83	52.59	5.628	7.32	248	2475	1.476	1.106	0	0	872.2955	0.033421	0.370273	0	0.381	48.315	94461.5	20.502	365658	-0.032592	0.222091	-16.88	-16.866	35.874	134.5	844	0.0107	0.1591	0.2242	0.2885	7.32	-7.319	1563	1345	1230	0.021138
QC_Shew_12_02_Col-2_Run-2_18Aug12_Eagle_12-06-13	0	0	13.0704	35.1175	32.08	44.26	25.66	25.49	47.53	6.919	11	213	2123	1.327	1.051	0	0	779.4063	0.003096	0.419505	0	1.639	44.01	33728	18.268	133364	-0.102791	0.24453	-54.531	-54.333	77.188	130.8	814	0.0079	0.0465	0.1437	0.2278	7.05	-7.051	897	823	777	0.021879
