Filename	XIC_WideFrac	XIC_FWHM_Q1	XIC_FWHM_Q2	XIC_FWHM_Q3	XIC_Height_Q2	XIC_Height_Q3	XIC_Height_Q4	RT_Duration	RT_TIC_Q1	RT_TIC_Q2	RT_TIC_Q3	RT_TIC_Q4	RT_MS_Q1	RT_MS_Q2	RT_MS_Q3	RT_MS_Q4	RT_MSMS_Q1	RT_MSMS_Q2	RT_MSMS_Q3	RT_MSMS_Q4	MS1_TIC_Change_Q2	MS1_TIC_Change_Q3	MS1_TIC_Change_Q4	MS1_TIC_Q2	MS1_TIC_Q3	MS1_TIC_Q4	MS1_Count	MS1_Freq_Max	MS1_Density_Q1	MS1_Density_Q2	MS1_Density_Q3	MS2_Count	MS2_Freq_Max	MS2_Density_Q1	MS2_Density_Q2	MS2_Density_Q3	MS2_PrecZ_1	MS2_PrecZ_2	MS2_PrecZ_3	MS2_PrecZ_4	MS2_PrecZ_5	MS2_PrecZ_more	MS2_PrecZ_likely_1	MS2_PrecZ_likely_multi
QC_Shew_11_06_Run-17_27Mar12_Roc_12-03-15	0	0	0	0	NULL	NULL	NULL	3541.42	0.327177	0.187255	0.201536	0.284032	0.250326	0.249824	0.249824	0.250027	0	0	0	0	1.1703	0.796377	2.03886	0.252161	0.145184	0.413699	4409	1.24564	2476	2904	3137	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_11_06_Run-17_28Mar12_Roc_12-03-15	0	0	0	0	NULL	NULL	NULL	3541.22	0.506528	0.166844	0.174137	0.152491	0.250049	0.249983	0.249981	0.249987	0	0	0	0	1.30266	1.00594	4.87966	2.16752	0.295942	2.10614	4388	1.23912	145	834.5	1043	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_11_06_Run-18_28Mar12_Roc_12-03-16	0	0	0	0	NULL	NULL	NULL	3540.99	0.435612	0.272849	0.169588	0.121951	0.250005	0.250002	0.249995	0.249997	0	0	0	0	0.866245	0.714017	2.96006	0.507468	0.301459	1.48067	4388	1.2392	235	451	622	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_11_06_Run-19_21Mar12_Roc_12-02-42	0	0	0	0	NULL	NULL	NULL	3541.1	0.48936	0.135124	0.155986	0.21953	0.250843	0.249966	0.249449	0.249742	0	0	0	0	5.12341	1.33295	2.46917	7.68516	0.199623	0.340839	4402	1.24564	44	2944	3225.75	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_11_06_Run-3_12Apr12_Jaguar_12-02-26	0	0	0	0	NULL	NULL	NULL	3540.88	0.340744	0.156674	0.17073	0.331851	0.250335	0.249692	0.249691	0.250282	0	0	0	0	1.33951	0.874138	4.28709	1.55522	0.20547	0.561167	4406	1.24564	2117.25	2663	2966	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_11_06_Run-4_12Apr12_Jaguar_12-02-27	0	0	0	0	NULL	NULL	NULL	3541.38	0.326123	0.155972	0.187258	0.330648	0.250291	0.249713	0.249713	0.250282	0	0	0	0	1.28024	0.824438	4.25216	1.2156	0.224213	0.579565	4407	1.24564	2038	2587	2910	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_11_06_Short_Wash_Blank-2_12Apr12_Jaguar_12-02-27	0	0	0	0	NULL	NULL	NULL	3541.35	0.774581	6.36E-02	0.0592622	0.102564	0.250028	0.250016	0.249979	0.249977	0	0	0	0	0.967581	1.17722	3.44106	1.16589	1.29873	2.17518	4388	1.23908	101.75	277	764.75	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_11_06_Short_Wash_Run-01_25May12_Jaguar_12-02-27	0	0	0	0	NULL	NULL	NULL	3541.49	0.218724	0.113193	0.182389	0.485694	0.251544	0.243504	0.24562	0.259332	0	0	0	0	1.54881	1.09151	2.3088	0.921053	0.626541	1.16886	4213	1.2261	3240	3463	3633	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_11_06_Short_Wash_Run-03_25May12_Jaguar_12-02-27	0	0	0	0	NULL	NULL	NULL	3541.01	0.222571	0.100036	0.189568	0.487825	0.251264	0.243861	0.246526	0.258348	0	0	0	0	1.75293	1.08847	1.92689	0.937598	0.695501	1.35774	4185	1.22342	3288	3550	3719	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_11_06_Short_Wash_Run-3_12Apr12_Jaguar_12-02-26	0	0	0	0	NULL	NULL	NULL	3541.11	0.338233	0.156664	0.172307	0.332796	0.250323	0.249675	0.249675	0.250327	0	0	0	0	1.39471	0.861528	3.12656	1.59044	0.223638	0.556259	4406	1.24564	2053.25	2638	2945	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_11_06_Short_Wash_Run-4_12Apr12_Jaguar_12-02-27	0	0	0	0	NULL	NULL	NULL	3540.94	0.359785	0.151229	0.168235	0.320751	0.25033	0.249687	0.249688	0.250295	0	0	0	0	1.45455	0.911821	2.02935	1.40566	0.27875	0.561883	4406	1.24564	1981	2659.5	2960	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_12_01_Run-01_17Jun12_Jaguar_12-02-26	0	0	0	0	NULL	NULL	NULL	3540.72	0.356427	0.139693	0.168	0.33588	0.263504	0.243804	0.244324	0.248369	0	0	0	0	1.65468	0.881822	1.79581	2.24166	0.330509	0.42586	4275	1.23934	2882	4663	5164	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_12_01_Run-02_17Jun12_Jaguar_12-02-27	0	0	0	0	NULL	NULL	NULL	3541.12	0.255924	0.180863	0.188449	0.374763	0.252849	0.247403	0.247924	0.251823	0	0	0	0	1.04443	0.698189	4.46699	0.6633	0.268605	0.328709	4339	1.23956	3480.5	4672	5217	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_12_01_Run-03_13Jun12_Jaguar_12-02-26	0	0	0	0	NULL	NULL	NULL	3541.27	0.251718	0.186574	0.186147	0.375562	0.252459	0.247357	0.247802	0.252382	0	0	0	0	1.03139	0.722266	4.42951	0.71884	0.23497	0.342948	4338	1.23897	3679.5	4802	5262	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_12_01_Run-04_13Jun12_Jaguar_12-02-27	0	0	0	0	NULL	NULL	NULL	3541.39	0.258216	0.176987	0.184311	0.380487	0.252572	0.246887	0.247346	0.253195	0	0	0	0	1.15368	0.709548	4.46231	0.627988	0.229843	0.360304	4330	1.23897	3581.25	4753.5	5217	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_12_01_Run-05_17Jun12_Jaguar_12-02-26	0	0	0	0	NULL	NULL	NULL	3541.16	0.253185	0.196834	0.188675	0.361307	0.252786	0.24757	0.24801	0.251634	0	0	0	0	0.952442	0.676804	4.24247	0.761214	0.227917	0.314909	4342	1.23923	3738.25	4816	5323	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_12_01_Run-06_13Jun12_Jaguar_12-02-27	0	0	0	0	NULL	NULL	NULL	3540.86	0.356158	0.114587	0.122284	0.406971	0.255112	0.241136	0.243515	0.260238	0	0	0	0	1.44734	0.997372	2.33884	1.54108	0.662232	0.789012	4178	1.22879	2909.25	4309.5	4884.75	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_12_01_Run-06_17Jun12_Jaguar_12-02-27	0	0	0	0	NULL	NULL	NULL	3541.04	0.248034	0.204586	0.186161	0.361219	0.252937	0.247394	0.247832	0.251837	0	0	0	0	0.998963	0.694586	4.17044	0.660455	0.223707	0.310313	4339	1.23934	3664.5	4794	5280.5	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_12_02_Run-01_18Sep12_Roc_12-03-29	0	0	0	0	NULL	NULL	NULL	3540.55	0.325679	0.193173	0.201224	0.279924	0.255305	0.244163	0.244662	0.25587	0	0	0	0	0.926862	0.67137	1.69624	0.386089	0.169896	0.830763	7853	2.27514	2395	2661	2855	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_12_02_Run-03_18Sep12_Roc_12-04-08	0	0	0	0	NULL	NULL	NULL	3540.6	0.280062	0.209383	0.217153	0.293401	0.250609	0.245736	0.246204	0.257451	0	0	0	0	0.976811	0.68198	1.82198	0.264151	0.189723	0.75241	7912	2.28014	2437	2694	2899.25	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_12_02_Run-07_18Sep12_Roc_12-04-08	0	0	0	0	NULL	NULL	NULL	3540.98	0.350789	0.170948	0.173778	0.304486	0.25249	0.245979	0.246065	0.255466	0	0	0	0	1.04747	0.708873	2.00793	0.624203	0.255051	0.721903	7968	2.29015	2456.75	2801	2990	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_12_02_Run-08_18Sep12_Roc_12-04-09	0	0	0	0	NULL	NULL	NULL	3540.64	0.392591	0.168702	0.167939	0.270768	0.256052	0.245601	0.245214	0.253133	0	0	0	0	1.05407	0.727357	2.27131	0.780827	0.271113	0.937306	7946	2.29129	2421	2779	2981	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
